"id","name","description","memo","type","parentGroupName","parentGroupId","parentName"
"T4061","Node 4061","Node 4061 description","Node 4061 memo","ROADM","Group 2","G2","Parent 2"
"T4062","Node 4062","Node 4062 description","Node 4062 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4063","Node 4063","Node 4063 description","Node 4063 memo","ROADM","Group 1","G1","Parent 1"
"T4064","Node 4064","Node 4064 description","Node 4064 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4065","Node 4065","Node 4065 description","Node 4065 memo","ROADM","Group 3","G3","Parent 3"
"T4066","Node 4066","Node 4066 description","Node 4066 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4067","Node 4067","Node 4067 description","Node 4067 memo","ROADM","Group 2","G2","Parent 2"
"T4068","Node 4068","Node 4068 description","Node 4068 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4069","Node 4069","Node 4069 description","Node 4069 memo","ROADM","Group 1","G1","Parent 1"
"T4070","Node 4070","Node 4070 description","Node 4070 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4071","Node 4071","Node 4071 description","Node 4071 memo","ROADM","Group 3","G3","Parent 3"
"T4072","Node 4072","Node 4072 description","Node 4072 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4073","Node 4073","Node 4073 description","Node 4073 memo","ROADM","Group 2","G2","Parent 2"
"T4074","Node 4074","Node 4074 description","Node 4074 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4075","Node 4075","Node 4075 description","Node 4075 memo","ROADM","Group 1","G1","Parent 1"
"T4076","Node 4076","Node 4076 description","Node 4076 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4077","Node 4077","Node 4077 description","Node 4077 memo","ROADM","Group 3","G3","Parent 3"
"T4078","Node 4078","Node 4078 description","Node 4078 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4079","Node 4079","Node 4079 description","Node 4079 memo","ROADM","Group 2","G2","Parent 2"
"T4080","Node 4080","Node 4080 description","Node 4080 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4081","Node 4081","Node 4081 description","Node 4081 memo","ROADM","Group 1","G1","Parent 1"
"T4082","Node 4082","Node 4082 description","Node 4082 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4083","Node 4083","Node 4083 description","Node 4083 memo","ROADM","Group 3","G3","Parent 3"
"T4084","Node 4084","Node 4084 description","Node 4084 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4085","Node 4085","Node 4085 description","Node 4085 memo","ROADM","Group 2","G2","Parent 2"
"T4086","Node 4086","Node 4086 description","Node 4086 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4087","Node 4087","Node 4087 description","Node 4087 memo","ROADM","Group 1","G1","Parent 1"
"T4088","Node 4088","Node 4088 description","Node 4088 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4089","Node 4089","Node 4089 description","Node 4089 memo","ROADM","Group 3","G3","Parent 3"
"T4090","Node 4090","Node 4090 description","Node 4090 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4091","Node 4091","Node 4091 description","Node 4091 memo","ROADM","Group 2","G2","Parent 2"
"T4092","Node 4092","Node 4092 description","Node 4092 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4093","Node 4093","Node 4093 description","Node 4093 memo","ROADM","Group 1","G1","Parent 1"
"T4094","Node 4094","Node 4094 description","Node 4094 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4095","Node 4095","Node 4095 description","Node 4095 memo","ROADM","Group 3","G3","Parent 3"
"T4096","Node 4096","Node 4096 description","Node 4096 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4097","Node 4097","Node 4097 description","Node 4097 memo","ROADM","Group 2","G2","Parent 2"
"T4098","Node 4098","Node 4098 description","Node 4098 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4099","Node 4099","Node 4099 description","Node 4099 memo","ROADM","Group 1","G1","Parent 1"
"T4100","Node 4100","Node 4100 description","Node 4100 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4101","Node 4101","Node 4101 description","Node 4101 memo","ROADM","Group 3","G3","Parent 3"
"T4102","Node 4102","Node 4102 description","Node 4102 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4103","Node 4103","Node 4103 description","Node 4103 memo","ROADM","Group 2","G2","Parent 2"
"T4104","Node 4104","Node 4104 description","Node 4104 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4105","Node 4105","Node 4105 description","Node 4105 memo","ROADM","Group 1","G1","Parent 1"
"T4106","Node 4106","Node 4106 description","Node 4106 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4107","Node 4107","Node 4107 description","Node 4107 memo","ROADM","Group 3","G3","Parent 3"
"T4108","Node 4108","Node 4108 description","Node 4108 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4109","Node 4109","Node 4109 description","Node 4109 memo","ROADM","Group 2","G2","Parent 2"
"T4110","Node 4110","Node 4110 description","Node 4110 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4111","Node 4111","Node 4111 description","Node 4111 memo","ROADM","Group 1","G1","Parent 1"
"T4112","Node 4112","Node 4112 description","Node 4112 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4113","Node 4113","Node 4113 description","Node 4113 memo","ROADM","Group 3","G3","Parent 3"
"T4114","Node 4114","Node 4114 description","Node 4114 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4115","Node 4115","Node 4115 description","Node 4115 memo","ROADM","Group 2","G2","Parent 2"
"T4116","Node 4116","Node 4116 description","Node 4116 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4117","Node 4117","Node 4117 description","Node 4117 memo","ROADM","Group 1","G1","Parent 1"
"T4118","Node 4118","Node 4118 description","Node 4118 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4119","Node 4119","Node 4119 description","Node 4119 memo","ROADM","Group 3","G3","Parent 3"
"T4120","Node 4120","Node 4120 description","Node 4120 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4121","Node 4121","Node 4121 description","Node 4121 memo","ROADM","Group 2","G2","Parent 2"
"T4122","Node 4122","Node 4122 description","Node 4122 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4123","Node 4123","Node 4123 description","Node 4123 memo","ROADM","Group 1","G1","Parent 1"
"T4124","Node 4124","Node 4124 description","Node 4124 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4125","Node 4125","Node 4125 description","Node 4125 memo","ROADM","Group 3","G3","Parent 3"
"T4126","Node 4126","Node 4126 description","Node 4126 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4127","Node 4127","Node 4127 description","Node 4127 memo","ROADM","Group 2","G2","Parent 2"
"T4128","Node 4128","Node 4128 description","Node 4128 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4129","Node 4129","Node 4129 description","Node 4129 memo","ROADM","Group 1","G1","Parent 1"
"T4130","Node 4130","Node 4130 description","Node 4130 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4131","Node 4131","Node 4131 description","Node 4131 memo","ROADM","Group 3","G3","Parent 3"
"T4132","Node 4132","Node 4132 description","Node 4132 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4133","Node 4133","Node 4133 description","Node 4133 memo","ROADM","Group 2","G2","Parent 2"
"T4134","Node 4134","Node 4134 description","Node 4134 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4135","Node 4135","Node 4135 description","Node 4135 memo","ROADM","Group 1","G1","Parent 1"
"T4136","Node 4136","Node 4136 description","Node 4136 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4137","Node 4137","Node 4137 description","Node 4137 memo","ROADM","Group 3","G3","Parent 3"
"T4138","Node 4138","Node 4138 description","Node 4138 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4139","Node 4139","Node 4139 description","Node 4139 memo","ROADM","Group 2","G2","Parent 2"
"T4140","Node 4140","Node 4140 description","Node 4140 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4141","Node 4141","Node 4141 description","Node 4141 memo","ROADM","Group 1","G1","Parent 1"
"T4142","Node 4142","Node 4142 description","Node 4142 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4143","Node 4143","Node 4143 description","Node 4143 memo","ROADM","Group 3","G3","Parent 3"
"T4144","Node 4144","Node 4144 description","Node 4144 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4145","Node 4145","Node 4145 description","Node 4145 memo","ROADM","Group 2","G2","Parent 2"
"T4146","Node 4146","Node 4146 description","Node 4146 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4147","Node 4147","Node 4147 description","Node 4147 memo","ROADM","Group 1","G1","Parent 1"
"T4148","Node 4148","Node 4148 description","Node 4148 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4149","Node 4149","Node 4149 description","Node 4149 memo","ROADM","Group 3","G3","Parent 3"
"T4150","Node 4150","Node 4150 description","Node 4150 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4151","Node 4151","Node 4151 description","Node 4151 memo","ROADM","Group 2","G2","Parent 2"
"T4152","Node 4152","Node 4152 description","Node 4152 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4153","Node 4153","Node 4153 description","Node 4153 memo","ROADM","Group 1","G1","Parent 1"
"T4154","Node 4154","Node 4154 description","Node 4154 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4155","Node 4155","Node 4155 description","Node 4155 memo","ROADM","Group 3","G3","Parent 3"
"T4156","Node 4156","Node 4156 description","Node 4156 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4157","Node 4157","Node 4157 description","Node 4157 memo","ROADM","Group 2","G2","Parent 2"
"T4158","Node 4158","Node 4158 description","Node 4158 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4159","Node 4159","Node 4159 description","Node 4159 memo","ROADM","Group 1","G1","Parent 1"
"T4160","Node 4160","Node 4160 description","Node 4160 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4161","Node 4161","Node 4161 description","Node 4161 memo","ROADM","Group 3","G3","Parent 3"
"T4162","Node 4162","Node 4162 description","Node 4162 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4163","Node 4163","Node 4163 description","Node 4163 memo","ROADM","Group 2","G2","Parent 2"
"T4164","Node 4164","Node 4164 description","Node 4164 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4165","Node 4165","Node 4165 description","Node 4165 memo","ROADM","Group 1","G1","Parent 1"
"T4166","Node 4166","Node 4166 description","Node 4166 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4167","Node 4167","Node 4167 description","Node 4167 memo","ROADM","Group 3","G3","Parent 3"
"T4168","Node 4168","Node 4168 description","Node 4168 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4169","Node 4169","Node 4169 description","Node 4169 memo","ROADM","Group 2","G2","Parent 2"
"T4170","Node 4170","Node 4170 description","Node 4170 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4171","Node 4171","Node 4171 description","Node 4171 memo","ROADM","Group 1","G1","Parent 1"
"T4172","Node 4172","Node 4172 description","Node 4172 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4173","Node 4173","Node 4173 description","Node 4173 memo","ROADM","Group 3","G3","Parent 3"
"T4174","Node 4174","Node 4174 description","Node 4174 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4175","Node 4175","Node 4175 description","Node 4175 memo","ROADM","Group 2","G2","Parent 2"
"T4176","Node 4176","Node 4176 description","Node 4176 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4177","Node 4177","Node 4177 description","Node 4177 memo","ROADM","Group 1","G1","Parent 1"
"T4178","Node 4178","Node 4178 description","Node 4178 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4179","Node 4179","Node 4179 description","Node 4179 memo","ROADM","Group 3","G3","Parent 3"
"T4180","Node 4180","Node 4180 description","Node 4180 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4181","Node 4181","Node 4181 description","Node 4181 memo","ROADM","Group 2","G2","Parent 2"
"T4182","Node 4182","Node 4182 description","Node 4182 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4183","Node 4183","Node 4183 description","Node 4183 memo","ROADM","Group 1","G1","Parent 1"
"T4184","Node 4184","Node 4184 description","Node 4184 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4185","Node 4185","Node 4185 description","Node 4185 memo","ROADM","Group 3","G3","Parent 3"
"T4186","Node 4186","Node 4186 description","Node 4186 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4187","Node 4187","Node 4187 description","Node 4187 memo","ROADM","Group 2","G2","Parent 2"
"T4188","Node 4188","Node 4188 description","Node 4188 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4189","Node 4189","Node 4189 description","Node 4189 memo","ROADM","Group 1","G1","Parent 1"
"T4190","Node 4190","Node 4190 description","Node 4190 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4191","Node 4191","Node 4191 description","Node 4191 memo","ROADM","Group 3","G3","Parent 3"
"T4192","Node 4192","Node 4192 description","Node 4192 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4193","Node 4193","Node 4193 description","Node 4193 memo","ROADM","Group 2","G2","Parent 2"
"T4194","Node 4194","Node 4194 description","Node 4194 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4195","Node 4195","Node 4195 description","Node 4195 memo","ROADM","Group 1","G1","Parent 1"
"T4196","Node 4196","Node 4196 description","Node 4196 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4197","Node 4197","Node 4197 description","Node 4197 memo","ROADM","Group 3","G3","Parent 3"
"T4198","Node 4198","Node 4198 description","Node 4198 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4199","Node 4199","Node 4199 description","Node 4199 memo","ROADM","Group 2","G2","Parent 2"
"T4200","Node 4200","Node 4200 description","Node 4200 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4201","Node 4201","Node 4201 description","Node 4201 memo","ROADM","Group 1","G1","Parent 1"
"T4202","Node 4202","Node 4202 description","Node 4202 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4203","Node 4203","Node 4203 description","Node 4203 memo","ROADM","Group 3","G3","Parent 3"
"T4204","Node 4204","Node 4204 description","Node 4204 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4205","Node 4205","Node 4205 description","Node 4205 memo","ROADM","Group 2","G2","Parent 2"
"T4206","Node 4206","Node 4206 description","Node 4206 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4207","Node 4207","Node 4207 description","Node 4207 memo","ROADM","Group 1","G1","Parent 1"
"T4208","Node 4208","Node 4208 description","Node 4208 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4209","Node 4209","Node 4209 description","Node 4209 memo","ROADM","Group 3","G3","Parent 3"
"T4210","Node 4210","Node 4210 description","Node 4210 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4211","Node 4211","Node 4211 description","Node 4211 memo","ROADM","Group 2","G2","Parent 2"
"T4212","Node 4212","Node 4212 description","Node 4212 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4213","Node 4213","Node 4213 description","Node 4213 memo","ROADM","Group 1","G1","Parent 1"
"T4214","Node 4214","Node 4214 description","Node 4214 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4215","Node 4215","Node 4215 description","Node 4215 memo","ROADM","Group 3","G3","Parent 3"
"T4216","Node 4216","Node 4216 description","Node 4216 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4217","Node 4217","Node 4217 description","Node 4217 memo","ROADM","Group 2","G2","Parent 2"
"T4218","Node 4218","Node 4218 description","Node 4218 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4219","Node 4219","Node 4219 description","Node 4219 memo","ROADM","Group 1","G1","Parent 1"
"T4220","Node 4220","Node 4220 description","Node 4220 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4221","Node 4221","Node 4221 description","Node 4221 memo","ROADM","Group 3","G3","Parent 3"
"T4222","Node 4222","Node 4222 description","Node 4222 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4223","Node 4223","Node 4223 description","Node 4223 memo","ROADM","Group 2","G2","Parent 2"
"T4224","Node 4224","Node 4224 description","Node 4224 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4225","Node 4225","Node 4225 description","Node 4225 memo","ROADM","Group 1","G1","Parent 1"
"T4226","Node 4226","Node 4226 description","Node 4226 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4227","Node 4227","Node 4227 description","Node 4227 memo","ROADM","Group 3","G3","Parent 3"
"T4228","Node 4228","Node 4228 description","Node 4228 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4229","Node 4229","Node 4229 description","Node 4229 memo","ROADM","Group 2","G2","Parent 2"
"T4230","Node 4230","Node 4230 description","Node 4230 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4231","Node 4231","Node 4231 description","Node 4231 memo","ROADM","Group 1","G1","Parent 1"
"T4232","Node 4232","Node 4232 description","Node 4232 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4233","Node 4233","Node 4233 description","Node 4233 memo","ROADM","Group 3","G3","Parent 3"
"T4234","Node 4234","Node 4234 description","Node 4234 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4235","Node 4235","Node 4235 description","Node 4235 memo","ROADM","Group 2","G2","Parent 2"
"T4236","Node 4236","Node 4236 description","Node 4236 memo","TRANSPONDER","Group 3","G3","Parent 3"
"T4237","Node 4237","Node 4237 description","Node 4237 memo","ROADM","Group 1","G1","Parent 1"
"T4238","Node 4238","Node 4238 description","Node 4238 memo","TRANSPONDER","Group 2","G2","Parent 2"
"T4239","Node 4239","Node 4239 description","Node 4239 memo","ROADM","Group 3","G3","Parent 3"
"T4240","Node 4240","Node 4240 description","Node 4240 memo","TRANSPONDER","Group 1","G1","Parent 1"
"T4241","Node 4241","Node 4241 description","Node 4241 memo","ROADM","Group 2","G2","Parent 2"
